                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                0.00355,                0.32114,                0.86941,                0.00396,                0.23545,                0.88745,                0.99069,                0.96776,                0.99007,                 0.8697,                0.00334,                0.29628,                0.85276,                0.00376,                0.21377,                0.86754,              0.0045055,              0.0045055,              0.0045055
                    114,                0.00363,                 0.3195,                0.87928,                0.00411,                0.27078,                0.90621,                0.96965,                 0.9848,                0.98666,                 0.8691,                0.00335,                0.30607,                0.85331,                0.00364,                0.21939,                0.85284,               0.004456,               0.004456,               0.004456
                    115,                0.00345,                0.31802,                 0.8707,                0.00386,                0.23516,                0.88683,                0.97912,                0.96711,                0.98709,                0.87292,                0.00336,                0.30254,                0.84607,                0.00356,                0.22238,                0.84121,              0.0044065,              0.0044065,              0.0044065
                    116,                0.00362,                0.32375,                0.87135,                0.00404,                0.26074,                0.89126,                0.98787,                0.98026,                0.98805,                0.88512,                0.00321,                0.29207,                0.83799,                0.00339,                0.20774,                0.83589,               0.004357,               0.004357,               0.004357
                    117,                0.00357,                0.31979,                0.86771,                0.00403,                0.24121,                0.88536,                0.97429,                  0.985,                 0.9873,                0.87216,                0.00328,                  0.291,                0.84116,                0.00349,                  0.215,                0.84239,              0.0043075,              0.0043075,              0.0043075
                    118,                0.00371,                0.32858,                0.88244,                0.00424,                0.27094,                0.90703,                0.97991,                0.97059,                0.98695,                0.88434,                0.00315,                0.28256,                0.83791,                0.00326,                0.22252,                0.84093,               0.004258,               0.004258,               0.004258
                    119,                 0.0035,                0.30997,                 0.8669,                0.00397,                 0.2308,                0.88761,                0.96905,                 0.9687,                0.98809,                0.86925,                0.00328,                0.29729,                0.84661,                0.00351,                0.23043,                0.86271,              0.0042085,              0.0042085,              0.0042085
                    120,                 0.0035,                0.31111,                 0.8728,                0.00393,                0.24159,                0.89032,                0.97548,                0.93938,                0.98595,                0.87017,                0.00338,                0.29459,                0.85313,                0.00357,                0.25352,                0.86388,               0.004159,               0.004159,               0.004159
                    121,                0.00362,                0.32317,                0.88922,                0.00399,                0.25773,                0.91024,                0.95588,                 0.9698,                0.98521,                0.86363,                 0.0034,                0.29647,                0.85685,                0.00364,                0.25606,                0.87024,              0.0041095,              0.0041095,              0.0041095
                    122,                0.00351,                0.31283,                0.87079,                0.00401,                0.25302,                 0.8884,                0.96221,                0.97067,                 0.9831,                0.86541,                0.00348,                0.29515,                0.85628,                0.00363,                0.25675,                0.86247,                0.00406,                0.00406,                0.00406
                    123,                0.00348,                0.31049,                0.87396,                0.00391,                0.23739,                0.89302,                0.96797,                0.96587,                0.98192,                 0.8643,                0.00341,                0.28672,                0.85543,                0.00358,                0.24784,                0.87189,              0.0040105,              0.0040105,              0.0040105
                    124,                0.00347,                0.30824,                0.85816,                0.00394,                0.23584,                0.87815,                0.96088,                0.99078,                0.98346,                0.86678,                0.00336,                0.28197,                0.85293,                 0.0035,                0.23381,                0.87094,               0.003961,               0.003961,               0.003961
                    125,                0.00318,                0.29415,                0.85265,                0.00349,                0.20542,                0.86401,                0.96456,                0.98247,                0.98325,                0.86157,                0.00341,                0.28272,                0.86123,                0.00356,                0.24811,                0.88194,              0.0039115,              0.0039115,              0.0039115
                    126,                0.00341,                0.30458,                0.86053,                0.00392,                0.24417,                0.88212,                0.98648,                0.95765,                 0.9825,                0.87183,                0.00337,                0.28786,                0.85904,                0.00343,                0.24173,                0.87413,               0.003862,               0.003862,               0.003862
                    127,                0.00346,                0.30448,                0.87306,                0.00389,                 0.2286,                0.89003,                0.99082,                0.98684,                0.98431,                0.87056,                0.00324,                0.28157,                0.85265,                0.00343,                0.21506,                0.86236,              0.0038125,              0.0038125,              0.0038125
                    128,                0.00345,                0.30661,                0.87142,                0.00392,                0.24105,                 0.8934,                0.98649,                 0.9913,                0.98406,                 0.8601,                0.00326,                0.28201,                0.85825,                0.00349,                0.22367,                0.87482,               0.003763,               0.003763,               0.003763
                    129,                0.00336,                0.30053,                0.87547,                0.00374,                0.21769,                 0.8948,                 0.9841,                0.98179,                0.98442,                0.85374,                0.00335,                0.28569,                0.85885,                0.00359,                0.21951,                0.87893,              0.0037135,              0.0037135,              0.0037135
                    130,                0.00351,                 0.3108,                0.86625,                0.00393,                 0.2472,                0.88771,                0.98848,                0.98398,                0.98462,                0.86913,                0.00333,                0.28931,                0.85841,                0.00345,                0.20649,                0.86918,               0.003664,               0.003664,               0.003664
                    131,                0.00348,                0.30522,                0.86232,                0.00383,                0.21318,                0.87621,                0.98506,                0.98737,                0.98509,                0.85929,                0.00336,                 0.2811,                0.86289,                0.00354,                  0.205,                0.87084,              0.0036145,              0.0036145,              0.0036145
                    132,                0.00337,                0.29378,                0.85539,                0.00371,                 0.2133,                0.87163,                0.97033,                0.99342,                0.98537,                  0.867,                0.00337,                0.27588,                0.86425,                0.00349,                0.20219,                0.86706,               0.003565,               0.003565,               0.003565
                    133,                0.00339,                0.30081,                0.87145,                0.00386,                0.23137,                0.89479,                0.99337,                 0.9931,                0.98685,                0.87787,                0.00321,                0.27485,                0.85275,                0.00335,                0.18302,                0.86169,              0.0035155,              0.0035155,              0.0035155
